Student_ID,Gender,Branch,Year_of_Study,Age,CGPA,10th_Percentage,12th_Percentage,Backlogs,Attendance_Percentage,Aptitude_Score,IQ_Score,Programming_Score,Technical_Skills_Score,Certifications_Count,Projects_Done,Internship_Count,Internship_Duration_Months,Communication_Score,Teamwork_Score,Leadership_Score,Confidence_Level,Adaptability_Score,Placement_Status,Company_Name,Job_Profile,Salary_Package_LPA,Offer_Type,Family_Income,Location_Type,Placement_Readiness_Score
S0542,Female,ECE,4,20,9.3,73.0,75.9,1,79.7,5.9,93,5.4,5.5,5,4,0,5,9.3,8.4,6.8,6.9,7.9,Placed,Infosys,Data Engineer,7.0,Off-Campus,470253,Rural,7.09
S0543,Male,EEE,4,20,8.79,67.9,68.4,2,85.5,6.8,131,7.8,8.1,0,1,0,0,5.1,7.6,6.0,6.3,5.2,Placed,Amazon,Intern,5.5,On-Campus,203829,Rural,6.86
S0544,Female,IT,4,20,9.7,90.5,89.2,0,91.0,6.2,122,7.1,6.4,1,4,1,11,6.6,5.4,9.1,8.0,6.6,Placed,Amazon,Data Engineer,5.2,Off-Campus,476292,Rural,7.29
S0545,Male,CE,3,20,9.28,88.5,87.4,4,72.8,6.2,132,5.1,5.1,3,5,1,0,5.4,5.5,7.8,9.4,5.7,Placed,Infosys,Software Engineer,9.7,Off-Campus,1239226,Rural,7.02
S0546,Female,ME,4,20,8.25,68.2,88.8,4,88.6,8.1,137,6.2,7.8,1,5,1,8,8.9,6.5,9.9,8.6,9.9,Not Placed,Wipro,Developer,4.3,On-Campus,909862,Rural,7.91
S0547,Male,IT,3,21,8.69,67.0,85.3,3,97.5,6.6,132,6.4,7.9,2,1,2,5,9.6,6.1,6.9,7.4,5.1,Placed,Capgemini,Developer,12.9,On-Campus,651176,Urban,7.31
S0548,Female,ECE,4,22,9.71,85.0,89.1,2,79.0,8.4,98,5.6,7.1,5,2,2,11,7.8,9.8,8.4,8.8,6.8,Placed,Amazon,Software Engineer,5.7,Off-Campus,1257653,Rural,7.87
S0549,Female,IT,4,20,8.48,71.0,67.0,4,88.8,9.7,123,8.2,5.4,0,5,2,1,5.7,7.0,8.1,8.5,6.5,Not Placed,Deloitte,Software Engineer,9.6,Off-Campus,1348950,Semi-Urban,7.48
S0550,Male,CSE,3,20,9.3,70.7,75.8,3,94.6,8.2,128,6.2,9.5,5,2,1,10,7.8,9.4,8.2,9.6,8.3,Not Placed,Infosys,Intern,4.5,On-Campus,1157222,Semi-Urban,8.27
S0551,Male,ME,4,23,8.76,65.3,84.2,4,85.4,8.8,119,6.4,8.1,3,2,0,0,8.9,9.1,8.7,6.3,5.3,Placed,Capgemini,Data Engineer,13.3,Off-Campus,216551,Semi-Urban,7.73
S0552,Female,ECE,3,21,8.21,69.2,82.3,3,91.5,8.8,139,9.5,5.6,2,4,2,10,8.6,9.1,5.7,5.6,9.1,Placed,TCS,Software Engineer,11.3,On-Campus,826504,Semi-Urban,7.16
S0553,Male,CE,3,21,6.97,75.0,85.1,1,79.3,6.7,109,7.3,7.6,1,2,0,11,8.7,6.1,7.7,7.4,7.3,Placed,Amazon,Software Engineer,5.5,On-Campus,1202126,Rural,6.76
S0554,Female,EEE,3,22,7.7,85.6,67.8,1,79.2,5.1,128,7.0,7.5,1,6,1,1,6.4,7.2,7.5,6.8,7.3,Placed,Capgemini,Data Engineer,11.6,On-Campus,1103722,Rural,6.75
S0555,Male,ECE,4,21,9.87,71.8,63.4,4,90.0,5.3,112,8.6,5.3,2,5,2,7,5.4,6.6,6.7,9.9,6.1,Placed,Deloitte,Software Engineer,4.0,Off-Campus,1061713,Urban,7.11
S0556,Female,CE,4,23,8.63,71.5,92.1,2,91.2,6.4,130,9.5,8.0,1,5,2,4,5.7,9.9,7.2,5.0,7.5,Not Placed,Wipro,,12.3,On-Campus,839425,Rural,7.04
S0557,Female,EEE,4,23,8.26,70.0,79.6,0,98.1,8.4,133,5.1,9.0,0,3,2,6,9.8,9.4,7.6,9.7,6.8,Placed,Wipro,Intern,8.9,Off-Campus,368509,Semi-Urban,8.21
S0558,Female,EEE,3,22,9.73,76.7,65.4,2,76.7,9.5,124,7.2,8.7,4,2,1,6,8.1,6.2,6.6,9.8,6.2,Not Placed,Infosys,Intern,4.4,On-Campus,459772,Urban,8.55
S0559,Female,ECE,3,23,8.35,66.3,87.8,2,84.0,9.8,112,8.1,6.0,1,3,1,1,8.6,6.6,6.5,5.3,5.8,Placed,Deloitte,Data Engineer,9.6,On-Campus,908539,Urban,7.36
S0560,Female,IT,4,20,8.1,77.0,92.0,0,77.5,5.1,137,6.6,9.3,3,4,1,3,9.5,7.6,8.7,9.4,8.6,Placed,Infosys,Analyst,5.4,Off-Campus,546601,Urban,7.6
S0561,Female,IT,4,20,9.04,84.6,65.9,1,72.4,10.0,128,8.9,6.7,1,3,0,1,9.3,6.4,5.3,7.4,5.7,Placed,Amazon,Intern,11.1,On-Campus,1327590,Urban,8.02
S0562,Male,EEE,4,23,8.85,61.0,88.6,1,82.1,6.6,112,9.9,9.7,5,2,0,6,6.1,9.1,6.6,8.8,5.8,Not Placed,Infosys,Developer,11.5,On-Campus,1477896,Rural,7.6
S0563,Male,IT,4,22,6.77,60.3,92.7,0,81.2,9.2,126,9.7,5.4,3,5,2,4,5.3,9.1,8.3,5.4,7.9,Placed,TCS,Developer,12.1,Off-Campus,803870,Urban,6.52
S0564,Male,CSE,4,21,7.89,62.6,92.8,3,78.1,5.9,112,6.3,7.4,1,4,2,0,9.6,8.6,6.0,9.8,6.1,Placed,Infosys,Analyst,13.7,Off-Campus,202664,Rural,7.37
S0565,Female,EEE,3,22,7.89,78.7,92.0,2,78.9,5.3,128,6.1,8.0,1,2,1,1,9.9,8.4,7.9,8.0,7.3,Placed,Infosys,Intern,10.9,On-Campus,627773,Urban,7.02
S0566,Female,EEE,3,21,7.51,89.9,79.1,4,80.8,6.9,117,9.8,6.2,3,4,1,5,7.8,7.7,6.5,9.5,7.8,Placed,Amazon,Software Engineer,8.9,On-Campus,1493294,Rural,7.0
S0567,Female,CE,3,23,8.07,60.2,72.5,1,99.7,9.3,108,7.3,8.9,0,1,1,3,9.4,6.7,9.2,8.4,6.4,Placed,Deloitte,,13.3,Off-Campus,858594,Rural,7.94
S0568,Female,IT,4,23,7.65,92.8,60.3,4,93.5,6.1,138,6.0,8.1,4,2,2,6,6.2,9.2,6.7,7.7,6.7,Placed,Capgemini,Analyst,13.8,On-Campus,968801,Semi-Urban,6.72
S0569,Male,EEE,3,20,6.8,63.7,62.1,0,72.1,5.8,137,8.5,5.1,4,1,1,1,5.6,9.3,6.1,5.9,6.1,Placed,Capgemini,Software Engineer,12.4,On-Campus,1294850,Rural,5.47
S0570,Male,CSE,3,21,7.65,89.5,75.0,4,96.2,9.5,119,6.4,8.0,0,3,0,11,7.5,5.2,7.7,5.9,7.3,Placed,TCS,,14.3,On-Campus,1166974,Urban,7.44
S0571,Female,CE,3,22,6.29,76.9,74.0,4,89.0,9.7,110,6.3,7.5,1,2,0,1,9.1,7.0,5.7,7.4,10.0,Placed,Infosys,Developer,14.8,Off-Campus,218561,Urban,7.18
S0572,Male,ECE,3,23,8.3,83.1,66.5,2,96.7,5.1,113,9.4,6.0,4,1,2,11,8.3,5.1,9.0,9.4,6.8,Not Placed,Amazon,,6.0,Off-Campus,931244,Rural,6.58
S0573,Male,EEE,3,22,9.41,77.9,73.8,0,80.3,8.6,110,5.8,10.0,0,6,2,5,8.2,9.2,8.4,5.6,8.3,Placed,Amazon,Analyst,5.2,Off-Campus,1377818,Rural,8.52
S0574,Female,CSE,4,20,8.9,76.7,66.1,4,83.9,6.5,115,5.3,9.5,0,5,0,7,5.1,5.9,8.9,10.0,8.2,Not Placed,,Intern,8.4,Off-Campus,1377406,Rural,7.88
S0575,Male,ME,3,21,7.44,89.2,89.7,1,96.9,6.9,139,6.3,6.5,4,3,1,0,6.6,8.4,7.0,9.4,8.9,Placed,Capgemini,Developer,15.0,On-Campus,1247169,Rural,6.81
S0576,Female,CSE,4,21,6.35,86.5,70.4,0,78.2,7.3,125,8.0,7.7,3,2,2,4,9.7,6.8,9.2,7.0,8.6,Placed,Amazon,Intern,4.1,Off-Campus,1095413,Semi-Urban,6.78
S0577,Male,CSE,4,23,6.81,76.9,80.9,1,97.5,7.1,115,5.6,6.6,2,2,2,0,5.7,9.1,7.5,6.3,5.1,Placed,Deloitte,Software Engineer,11.5,Off-Campus,230504,Semi-Urban,6.18
S0578,Female,CE,4,21,8.18,63.9,77.6,3,94.9,7.6,122,7.4,8.9,3,5,2,10,8.6,7.5,5.5,9.6,6.5,Placed,Infosys,Intern,13.2,Off-Campus,440966,Semi-Urban,8.07
S0579,Female,ECE,4,23,6.83,64.0,61.8,4,99.4,7.9,125,8.1,9.7,1,5,0,5,8.8,6.6,6.1,5.6,9.4,Placed,Wipro,,15.0,Off-Campus,233516,Semi-Urban,7.51
S0580,Female,ME,4,20,8.18,88.1,93.0,0,79.7,7.3,93,9.2,6.8,3,1,2,6,8.7,6.6,8.6,6.7,7.7,Placed,Capgemini,Analyst,10.4,On-Campus,1434944,Semi-Urban,6.91
S0581,Female,IT,3,21,6.93,78.5,78.5,1,77.1,8.5,98,6.1,9.0,5,1,0,5,9.9,6.6,9.5,5.4,5.5,Placed,Accenture,Software Engineer,7.6,Off-Campus,1040456,Rural,7.21
S0582,Male,IT,3,23,9.4,76.9,71.4,4,79.9,8.6,97,9.1,7.5,2,1,0,8,7.0,8.9,5.5,9.8,6.4,Placed,Accenture,Analyst,5.0,Off-Campus,919810,Semi-Urban,7.82
S0583,Female,CSE,4,22,7.59,83.8,65.5,2,98.6,7.2,91,6.2,7.0,2,4,1,2,8.4,8.6,9.3,8.1,6.4,Placed,Capgemini,,14.8,On-Campus,443556,Semi-Urban,7.17
S0584,Female,CE,4,23,6.98,90.1,71.8,1,80.0,5.7,118,8.4,9.7,0,3,1,7,6.0,6.6,9.0,6.7,9.4,Placed,TCS,Software Engineer,14.1,On-Campus,624057,Rural,6.74
S0585,Female,CE,4,21,9.25,82.0,60.7,1,87.0,8.2,112,7.2,7.6,5,2,1,2,7.0,7.5,6.8,6.4,7.8,Placed,Wipro,Analyst,12.7,Off-Campus,931499,Rural,7.48
S0586,Male,IT,3,20,7.37,86.7,72.7,3,82.1,8.9,95,5.6,7.3,1,3,2,10,7.5,5.4,8.4,7.2,8.0,Placed,Deloitte,Developer,14.3,Off-Campus,933332,Urban,7.22
S0587,Female,ME,4,21,6.45,86.8,78.6,2,81.9,8.2,132,8.6,8.4,0,5,0,11,6.1,9.1,5.9,5.5,6.8,Placed,Accenture,Analyst,3.7,Off-Campus,325721,Urban,6.92
S0588,Male,ECE,3,21,8.28,72.5,90.5,3,75.8,7.9,125,6.1,6.3,3,6,2,6,9.5,6.3,9.1,9.4,5.3,Placed,Capgemini,Developer,10.6,On-Campus,1085876,Urban,7.81
S0589,Female,ME,4,23,8.33,69.6,84.1,2,86.1,6.1,135,5.9,6.6,3,3,0,4,8.6,9.4,8.3,7.6,5.4,Placed,Infosys,,6.3,Off-Campus,838635,Semi-Urban,6.96
S0590,Male,EEE,3,22,8.86,88.0,63.9,1,95.5,8.2,110,6.8,9.7,4,3,2,11,6.4,8.0,7.2,8.6,7.1,Placed,Wipro,Data Engineer,12.2,On-Campus,1240292,Rural,8.04
S0591,Male,EEE,4,21,6.96,73.2,65.2,3,71.5,6.7,111,8.3,8.4,0,1,0,0,5.7,7.8,9.3,6.2,5.9,Placed,Wipro,Intern,4.1,On-Campus,1165453,Urban,6.4
S0592,Female,ECE,3,22,7.78,91.6,75.0,4,96.7,9.6,98,6.2,9.1,5,5,1,10,6.4,5.8,5.7,7.5,5.5,Placed,Accenture,Software Engineer,6.1,On-Campus,306733,Urban,7.96
S0593,Male,IT,4,23,7.13,62.4,66.8,2,90.0,8.3,123,5.9,6.4,0,3,1,11,8.1,5.3,9.2,6.1,6.3,Placed,Capgemini,Intern,13.2,On-Campus,295369,Semi-Urban,6.8
S0594,Female,ECE,3,22,6.32,62.0,61.0,1,88.5,6.4,115,5.0,7.7,0,2,2,3,9.1,7.8,5.1,9.1,8.7,Not Placed,Wipro,,12.0,Off-Campus,728841,Urban,6.74
S0595,Female,CE,3,23,9.51,92.4,88.2,0,88.8,7.4,90,7.4,9.9,0,1,0,10,7.5,7.3,8.8,8.9,5.4,Placed,TCS,Developer,14.9,On-Campus,755002,Rural,8.05
S0596,Female,EEE,3,20,8.92,82.7,60.7,2,78.9,9.2,125,7.1,6.6,2,3,1,8,5.5,5.6,7.9,5.7,7.2,Placed,Infosys,Developer,10.7,Off-Campus,346513,Rural,7.26
S0597,Male,CSE,3,22,7.21,73.3,89.1,2,82.5,6.7,133,6.2,5.8,4,5,0,7,6.2,9.2,8.5,5.4,9.1,Placed,Amazon,Developer,6.6,On-Campus,950281,Urban,6.32
S0598,Male,CSE,3,22,8.4,86.4,65.0,4,94.0,7.6,94,5.3,7.6,1,6,2,2,6.7,7.1,7.1,9.1,6.3,Not Placed,Infosys,Analyst,9.6,Off-Campus,1210734,Rural,7.74
S0599,Female,IT,3,20,6.81,83.5,94.1,2,79.2,8.4,130,7.1,6.9,1,2,1,1,8.2,6.3,9.3,5.5,6.5,Not Placed,Accenture,Intern,14.3,Off-Campus,827031,Urban,6.67
S0600,Female,CE,3,22,9.56,78.6,81.1,2,84.1,8.8,111,8.9,5.8,1,6,2,10,6.2,8.9,6.6,7.7,9.4,Placed,Capgemini,Developer,10.8,Off-Campus,1000082,Urban,7.78
S0601,Male,ME,4,20,6.46,63.5,85.7,4,70.6,5.9,93,8.6,9.4,2,5,2,8,6.2,9.6,6.4,7.7,8.3,Placed,Wipro,Data Engineer,13.6,On-Campus,1045263,Rural,6.89
S0602,Female,CE,4,21,6.02,88.4,63.9,4,92.0,7.8,137,9.3,10.0,4,5,0,0,6.4,6.5,6.5,6.0,9.0,Placed,Infosys,,3.3,On-Campus,204758,Rural,7.11
S0603,Female,CSE,4,23,8.01,90.3,90.2,3,82.5,9.6,91,5.0,7.8,5,5,2,8,8.0,8.9,8.9,8.0,6.4,Placed,Amazon,Developer,7.4,Off-Campus,583351,Semi-Urban,7.98
S0604,Female,CSE,4,20,8.33,66.0,89.4,1,85.8,9.8,105,9.8,8.9,4,6,2,11,7.5,8.3,7.5,7.5,10.0,Placed,,Intern,14.2,On-Campus,1132811,Semi-Urban,8.34
S0605,Male,EEE,4,22,8.32,89.8,82.9,1,73.4,8.3,105,6.7,9.3,2,4,0,6,9.2,9.9,7.7,7.5,5.7,Placed,TCS,Developer,3.5,Off-Campus,340541,Urban,8.09
S0606,Male,CE,3,20,6.22,90.7,77.6,3,99.8,9.9,111,10.0,8.5,5,2,0,11,8.5,6.0,9.2,6.8,9.8,Placed,Infosys,Developer,9.2,On-Campus,411509,Rural,7.28
S0607,Male,CE,3,22,7.26,79.2,85.3,1,79.1,7.9,132,6.3,5.2,0,5,2,1,8.3,9.8,9.2,9.2,9.5,Not Placed,Infosys,Software Engineer,7.2,On-Campus,665594,Urban,7.05
S0608,Female,CSE,3,21,8.0,83.0,60.2,2,89.0,7.2,90,7.4,5.8,3,4,1,10,5.8,6.6,5.8,5.4,7.8,Not Placed,TCS,Developer,10.8,On-Campus,927954,Semi-Urban,6.52
S0609,Female,ME,3,20,6.87,73.4,80.7,3,87.4,7.8,104,6.8,5.4,0,1,1,4,5.3,7.1,7.7,7.2,7.9,Placed,TCS,Intern,4.9,Off-Campus,689538,Urban,6.05
S0610,Female,IT,3,21,9.49,69.9,89.7,3,93.6,5.6,113,6.8,5.0,1,4,0,1,7.5,6.8,5.6,6.3,8.9,Not Placed,Capgemini,,10.8,Off-Campus,904140,Rural,6.75
S0611,Male,IT,4,23,6.35,85.3,72.5,1,78.8,7.0,93,9.2,6.5,0,1,2,4,5.4,6.3,9.3,9.2,6.5,Placed,Wipro,Software Engineer,14.9,On-Campus,922452,Rural,6.16
S0612,Female,CE,4,22,7.95,90.2,63.8,0,92.7,7.3,107,8.7,7.0,2,6,1,6,6.8,8.5,9.2,6.1,7.6,Placed,Wipro,Software Engineer,6.3,Off-Campus,1430357,Semi-Urban,7.14
S0613,Female,IT,4,22,8.77,82.9,74.7,1,81.5,9.2,106,10.0,6.2,1,4,0,4,5.1,7.9,9.2,8.8,9.5,Placed,Capgemini,Developer,8.5,On-Campus,955886,Urban,7.5
S0614,Female,CSE,4,21,7.05,77.9,85.4,0,82.3,8.8,96,8.1,5.3,3,6,0,1,5.9,6.5,8.5,8.1,5.3,Not Placed,TCS,Developer,3.4,Off-Campus,1365596,Urban,6.94
S0615,Female,CSE,3,23,8.5,65.6,63.8,3,90.2,8.0,139,7.3,7.6,5,5,0,10,5.6,5.7,7.3,9.4,9.5,Placed,Amazon,Data Engineer,8.2,Off-Campus,1060464,Rural,7.67
S0616,Male,CE,3,20,9.32,61.9,67.2,0,93.5,6.7,134,5.5,6.4,5,4,2,4,9.0,6.6,7.0,8.0,8.6,Not Placed,,Intern,7.9,Off-Campus,684120,Semi-Urban,7.52
S0617,Male,CE,3,20,6.76,75.6,65.2,2,90.0,5.9,99,10.0,9.0,1,4,0,11,6.7,6.9,7.0,7.8,8.8,Placed,Wipro,,9.8,On-Campus,1371862,Rural,6.86
S0618,Female,EEE,4,22,9.67,61.7,87.9,4,97.0,6.7,90,7.8,5.0,0,5,1,11,5.4,6.9,5.3,9.0,5.3,Not Placed,Amazon,Intern,6.1,Off-Campus,773434,Rural,7.18
S0619,Male,CE,3,21,8.21,79.9,62.2,0,78.6,8.4,91,8.5,9.2,4,1,2,9,6.3,6.8,9.7,7.8,5.9,Not Placed,TCS,Analyst,6.9,On-Campus,849520,Semi-Urban,7.49
S0620,Male,ME,4,21,7.2,73.4,84.0,4,97.0,6.3,138,7.0,9.8,4,5,1,5,8.4,5.2,7.3,9.2,9.6,Not Placed,Infosys,,10.3,On-Campus,1349846,Rural,7.64
S0621,Female,IT,3,20,7.72,86.5,72.8,2,73.9,7.1,111,7.7,8.6,5,2,1,4,8.7,7.3,9.7,5.2,5.6,Not Placed,Capgemini,Analyst,13.9,On-Campus,1393732,Urban,7.05
S0622,Female,CE,3,23,7.25,70.7,86.5,4,89.8,6.9,121,9.7,8.7,4,4,1,1,5.6,9.2,9.4,7.5,8.2,Placed,,Intern,5.8,Off-Campus,751684,Urban,7.0
S0623,Male,ECE,4,23,8.9,80.8,93.8,2,86.4,8.8,118,5.8,9.7,1,2,2,5,8.9,5.9,9.1,9.1,8.9,Placed,Accenture,Developer,11.1,Off-Campus,1227042,Urban,8.37
S0624,Female,EEE,3,20,9.19,78.8,64.0,4,84.8,9.4,124,6.5,6.0,4,5,1,5,6.9,5.7,7.9,9.2,6.2,Placed,TCS,Software Engineer,9.3,On-Campus,531682,Rural,7.95
S0625,Male,ECE,3,20,9.33,60.2,71.0,4,79.3,8.5,106,5.8,10.0,2,6,0,11,8.4,7.4,5.5,9.2,8.5,Placed,TCS,Data Engineer,4.3,Off-Campus,987792,Semi-Urban,8.86
S0626,Female,CSE,4,21,9.94,62.5,88.4,1,85.1,6.7,101,9.0,8.9,5,5,0,1,8.4,6.9,6.6,8.0,5.3,Not Placed,,Developer,9.8,On-Campus,405853,Semi-Urban,8.24
S0627,Male,IT,3,23,9.17,70.2,69.3,0,74.9,7.2,113,5.3,8.6,3,3,1,3,9.0,7.8,8.0,10.0,7.5,Placed,Deloitte,,11.5,On-Campus,1101559,Semi-Urban,8.11
S0628,Female,CE,4,20,8.41,90.9,67.5,4,81.1,5.7,119,5.4,6.8,4,2,0,6,8.5,9.7,5.1,5.9,6.7,Not Placed,TCS,,10.2,On-Campus,544846,Semi-Urban,6.66
S0629,Male,ECE,3,20,7.36,65.1,88.9,3,73.0,5.8,133,6.5,7.7,2,3,2,0,5.2,8.8,5.2,5.9,8.2,Not Placed,Wipro,Software Engineer,4.3,Off-Campus,799830,Semi-Urban,6.32
S0630,Male,IT,3,22,8.18,84.9,94.5,1,87.2,5.8,119,7.6,8.3,2,2,2,0,7.6,8.4,8.4,5.2,9.4,Placed,Accenture,,13.3,Off-Campus,658985,Rural,6.75
S0631,Male,CSE,3,20,6.16,94.1,79.5,0,72.9,5.7,109,7.0,8.1,1,6,0,10,5.8,7.1,9.4,9.9,5.6,Placed,Infosys,Intern,3.5,Off-Campus,488793,Semi-Urban,6.78
S0632,Female,ME,3,20,8.98,87.7,69.7,1,74.8,5.9,131,5.2,8.5,5,3,0,11,9.8,6.4,9.3,6.7,7.3,Placed,Amazon,,5.8,On-Campus,1107786,Urban,7.52
S0633,Male,EEE,3,23,7.78,68.5,73.9,0,72.6,6.0,96,9.8,5.4,1,3,2,10,6.3,7.7,5.8,8.8,7.1,Not Placed,Deloitte,Developer,10.4,Off-Campus,800447,Rural,6.42
S0634,Male,IT,3,21,6.08,91.8,66.0,2,81.4,5.6,131,9.8,6.8,3,2,1,5,7.1,9.4,9.6,5.3,6.6,Placed,Accenture,,5.6,On-Campus,1395543,Urban,5.74
S0635,Female,IT,3,23,6.25,63.3,86.7,4,95.3,8.2,139,6.4,7.2,3,5,2,6,6.0,9.4,8.5,6.5,7.4,Placed,Capgemini,Data Engineer,4.2,On-Campus,1102871,Semi-Urban,6.7
S0636,Female,ME,3,21,7.55,76.4,87.1,3,97.2,10.0,127,8.7,6.3,0,1,1,11,5.7,7.2,8.6,8.1,9.4,Placed,Wipro,,9.1,Off-Campus,1282182,Semi-Urban,7.0
S0637,Male,IT,4,22,8.33,91.1,90.6,1,72.2,9.4,96,7.9,5.9,3,5,0,4,8.0,6.2,6.5,7.6,9.9,Placed,Infosys,Analyst,11.7,Off-Campus,1051808,Urban,7.62
S0638,Male,CSE,4,20,7.86,82.4,60.9,1,89.0,5.2,138,6.2,5.7,5,1,0,11,7.5,6.1,8.6,6.0,5.0,Placed,Accenture,Software Engineer,7.9,On-Campus,392621,Urban,5.99
S0639,Female,CSE,3,22,8.48,74.5,79.7,1,90.5,7.1,119,6.3,6.8,5,2,1,9,6.9,5.2,8.5,7.3,8.7,Not Placed,Amazon,Developer,11.4,On-Campus,856711,Rural,6.94
S0640,Female,ME,3,21,7.92,70.2,67.5,1,86.0,9.3,101,7.5,7.5,1,4,1,7,5.4,9.2,8.0,5.5,8.1,Placed,Infosys,Data Engineer,13.3,Off-Campus,1314317,Semi-Urban,7.23
S0641,Female,EEE,4,23,8.65,73.1,71.9,4,90.0,5.7,138,7.1,5.3,2,5,2,10,8.7,6.3,6.8,7.7,10.0,Placed,Wipro,Developer,14.5,Off-Campus,851473,Semi-Urban,6.94
S0642,Female,CE,3,23,6.88,77.8,87.5,0,77.0,9.2,120,6.5,9.7,0,3,1,3,5.0,6.8,9.1,5.5,5.4,Placed,Capgemini,Intern,5.8,On-Campus,550809,Semi-Urban,7.19
S0643,Female,ECE,3,22,6.45,71.2,66.7,4,84.7,8.0,107,9.0,8.8,3,5,0,2,7.3,9.0,9.7,8.2,9.1,Placed,Capgemini,Software Engineer,10.3,Off-Campus,272438,Urban,7.35
S0644,Male,CE,4,21,8.39,93.9,82.3,2,81.7,9.7,135,7.4,8.7,2,2,0,6,8.2,5.6,9.3,5.8,9.7,Placed,Infosys,Intern,6.2,Off-Campus,702504,Semi-Urban,7.8
S0645,Female,IT,3,22,7.94,92.7,82.9,4,72.7,9.4,132,8.3,5.9,1,4,0,3,7.2,7.3,6.2,7.7,9.6,Placed,TCS,,13.5,On-Campus,1048762,Rural,7.33
S0646,Male,ECE,3,22,6.11,90.5,93.4,4,88.8,8.4,91,5.9,8.0,4,4,1,0,5.6,5.6,7.2,5.6,7.8,Placed,Infosys,Intern,13.7,Off-Campus,409294,Rural,6.63
S0647,Male,ME,4,20,7.52,74.8,87.1,2,84.9,8.3,122,7.7,7.6,0,5,1,10,8.9,7.2,6.7,7.0,6.6,Placed,TCS,,6.9,On-Campus,714592,Urban,7.53
S0648,Male,ME,3,22,6.42,84.2,88.1,4,78.3,6.1,100,6.6,9.9,5,5,0,7,6.6,5.2,8.5,6.8,8.2,Placed,Accenture,Analyst,10.7,Off-Campus,779218,Urban,6.97
S0649,Female,EEE,3,20,8.13,91.6,78.6,0,84.2,5.6,123,7.6,8.7,2,6,1,4,5.7,7.6,9.2,8.8,6.5,Placed,Capgemini,Intern,13.7,On-Campus,917777,Rural,7.35
S0650,Male,ECE,4,20,7.58,89.8,66.5,3,93.3,7.1,105,8.9,7.9,1,5,2,7,7.8,9.0,6.1,8.2,7.1,Placed,Wipro,Data Engineer,9.1,On-Campus,1174549,Urban,7.37
S0651,Male,CSE,3,23,8.45,74.5,74.9,2,94.0,5.9,124,8.8,9.3,1,2,2,7,5.1,8.4,9.7,9.7,7.2,Not Placed,Deloitte,Software Engineer,11.6,Off-Campus,1199737,Urban,7.26
S0652,Female,ECE,4,20,9.22,63.9,79.2,1,89.5,5.5,122,6.8,5.8,0,1,1,11,6.6,7.5,8.4,9.6,6.5,Placed,TCS,Analyst,12.6,Off-Campus,1491409,Semi-Urban,6.75
S0653,Male,IT,3,20,7.2,62.6,83.7,0,84.0,6.5,110,8.5,5.1,0,6,1,4,8.8,9.1,6.1,8.6,6.7,Placed,,Developer,13.5,Off-Campus,1136627,Rural,6.82
S0654,Male,CSE,3,23,9.85,80.2,81.3,3,87.3,9.3,109,9.7,8.5,3,1,0,7,9.6,6.1,6.9,8.9,5.0,Not Placed,,Intern,9.2,Off-Campus,1115755,Semi-Urban,8.46
S0655,Female,ME,4,22,8.14,82.5,73.8,0,81.6,5.1,97,8.1,5.5,3,3,1,6,8.0,9.2,5.5,8.1,6.5,Placed,,Developer,14.3,On-Campus,1251912,Rural,6.47
S0656,Male,ECE,4,21,8.47,89.7,69.3,0,73.8,6.5,115,5.7,5.6,5,2,0,2,6.1,6.4,8.0,8.5,7.4,Placed,Capgemini,Analyst,10.5,Off-Campus,1153393,Semi-Urban,6.62
S0657,Male,CE,3,21,8.72,70.2,65.9,1,81.6,7.1,122,8.4,8.7,5,6,2,3,6.1,6.8,5.8,8.1,5.9,Placed,Accenture,Developer,4.8,Off-Campus,780325,Rural,7.8
S0658,Male,EEE,4,21,8.67,65.9,84.3,3,85.9,7.6,115,5.5,6.4,0,4,1,10,8.0,5.6,8.5,6.6,9.0,Placed,Infosys,Data Engineer,10.3,On-Campus,1288886,Rural,7.26
S0659,Female,CE,4,22,8.04,73.3,82.6,0,88.0,5.9,126,9.4,8.1,0,6,2,11,7.0,5.5,8.7,6.8,7.7,Placed,Capgemini,Analyst,6.6,On-Campus,1275260,Rural,7.19
S0660,Female,EEE,3,20,7.72,72.4,84.1,1,98.1,9.8,119,7.6,9.6,2,3,1,6,5.9,9.7,7.4,7.9,9.0,Not Placed,Infosys,Software Engineer,7.5,On-Campus,1119859,Urban,7.88
S0661,Female,IT,3,21,6.22,64.6,73.0,2,93.3,7.9,120,6.9,6.6,3,4,1,3,8.9,5.9,5.5,8.6,5.6,Placed,Infosys,Software Engineer,12.7,Off-Campus,787574,Semi-Urban,6.92
S0662,Male,CE,3,22,6.09,83.5,69.2,1,74.6,7.6,122,5.3,6.1,1,6,0,5,6.0,6.7,8.1,7.0,9.1,Placed,Capgemini,Software Engineer,14.7,On-Campus,1437528,Urban,6.47
S0663,Male,ECE,4,20,7.43,77.8,86.6,4,75.2,5.0,100,6.9,5.5,3,4,0,11,6.6,7.6,6.9,5.7,9.8,Placed,Wipro,Software Engineer,13.4,Off-Campus,674436,Urban,5.96
S0664,Female,ECE,4,23,7.33,85.2,87.1,1,73.0,7.4,130,9.5,5.7,3,5,1,1,5.3,6.7,9.7,7.3,6.8,Not Placed,Amazon,Analyst,6.9,On-Campus,384394,Rural,6.58
